"","Sample.ID","Sampling.Site","Start.Date.Time","Stop.Date.Time","Phase","Mud","Ethane","Ethene","Propane","Propene","i.Butane","n.Butane","Ethyne","trans.2.Butene","X1.Butene","cis.2.Butene","Cycopentane","i.Pentane","n.Pentane","trans.2.Pentene","X1.Pentene","cis.2.Pentene","n.Hexane","Isoprene","X2.4.Dimethylpentane","n.Heptane","Benzene","Cyclohexane","X2.3.Dimethylpentane","X2.Methylhexane","X3.Methylhexane","X2.2.4.Trimethylpentane","Methylcyclohexane","X2.3.4.Trimethylpentane","Toluene","X2.Methylheptane","X3.Methylheptane","n.Octane","Ethylbenzene","m..and.p.Xylene","Styrene","o.Xylene","n.Nonane","i.Propylbenzene","n.Propylbenzene","X3.Ethyltoluene","X4.Ethyltoluene","X1.3.5.Trimethylbenzene","X2.Ethyltoluene","X1.2.4.Trimethylbenzene","n.Decane","X1.2.3.Trimethylbenzene","X1.3.Diethylbenzene","X1.4.Diethylbenzene","C2HCl3","C2Cl4","Methane","Ozone"
"654","SS_6.0_56_CCOB_INTERCHANGE_01_OG_20210429_20210506","Interchange B",2021-04-29,2021-05-06,"prod",NA,6.486,0.534,3.179,0.137,0.619,1.766,0.356,0.011,0.027,0.006,0.046,0.687,0.571,0.004,0.018,0.007,0.213,0.006,0.012,0.087,0.156,0.019,0.016,0.014,0.038,0.045,0.055,0.011,0.287,0.014,0.016,0.037,0.026,0.109,0.008,0.042,0.029,0.009,0.012,0.015,0.015,0.005,0.009,0.024,0.013,0.078,0.011,0.007,0.002,0.013,1879,55.71445
"655","SS_6.0_44_CCOB_INTERCHANGE_01_OG_20210506_20210513","Interchange B",2021-05-06,2021-05-13,"prod",NA,7.473,0.512,3.729,0.135,0.583,1.633,0.315,0.011,0.027,0.006,0.049,0.545,0.565,0.004,0.018,0.007,0.231,0.002,0.012,0.076,0.123,0.06,0.045,0.017,0.063,0.034,0.061,0.011,0.142,0.014,0.015,0.051,0.014,0.083,0.008,0.026,0.028,0.009,0.012,0.003,0.015,0.005,0.009,0.016,0.037,0.078,0.011,0.007,0.001,0.009,1915,55.5293
"656","SS_6.0_42_CCOB_INTERCHANGE_01_OG_20210513_20210520","Interchange B",2021-05-13,2021-05-20,"prod",NA,10.47,0.537,5.971,0.109,0.998,2.752,0.336,0.003,0.017,0.006,0.069,0.882,0.883,0.004,0.018,0.007,0.314,0.013,0.026,0.098,0.095,0.067,0.041,0.032,0.037,0.035,0.086,0.011,0.208,0.014,0.021,0.057,0.02,0.071,0.008,0.033,0.029,0.009,0.012,0.011,0.015,0.005,0.009,0.019,0.013,0.078,0.011,0.007,0.002,0.012,2017,51.9146
"657","SS_6.0_55_CCOB_INTERCHANGE_01_OG_20210520_20210527","Interchange B",2021-05-20,2021-05-27,"prod",NA,8.239,0.538,4.838,0.101,0.843,2.433,0.333,0.01,0.023,0.006,0.061,0.843,0.797,0.004,0.018,0.007,0.279,0.01,0.012,0.1,0.107,0.079,0.049,0.034,0.038,0.037,0.072,0.011,0.223,0.014,0.017,0.041,0.022,0.09,0.008,0.025,0.031,0.009,0.012,0.011,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.002,0.011,1970,55.8265
"658","SS_6.0_21_CCOB_INTERCHANGE_01_OG_20210527_20210603","Interchange B",2021-05-27,2021-06-03,"prod",NA,8.581,0.56,4.568,0.107,0.748,2.089,0.291,0.007,0.019,0.006,0.057,0.765,0.75,0.004,0.018,0.007,0.265,0.009,0.012,0.105,0.1,0.093,0.049,0.03,0.042,0.055,0.076,0.011,0.193,0.014,0.025,0.056,0.033,0.111,0.008,0.036,0.033,0.009,0.012,0.014,0.015,0.005,0.009,0.022,0.013,0.078,0.011,0.007,0.001,0.011,2002,54.235
"659","SS_6.0_28_CCOB_INTERCHANGE_01_OG_20210603_20210610","Interchange B",2021-06-03,2021-06-10,"prod",NA,7.373,0.549,4.091,0.116,0.724,1.989,0.322,0.011,0.027,0.006,0.057,0.897,0.789,0.004,0.018,0.007,0.288,0.03,0.012,0.095,0.098,0.056,0.05,0.035,0.05,0.059,0.075,0.011,0.285,0.014,0.021,0.048,0.036,0.148,0.008,0.043,0.04,0.009,0.012,0.018,0.015,0.005,0.009,0.028,0.03,0.078,0.011,0.007,0.002,0.022,1998,64.70035
"660","SS_6.0_47_CCOB_INTERCHANGE_01_OG_20210610_20210617","Interchange B",2021-06-10,2021-06-17,"prod",NA,8.821,0.554,4.885,0.105,0.832,2.369,0.317,0.01,0.017,0.006,0.056,0.973,0.857,0.004,0.018,0.007,0.305,0.104,0.025,0.104,0.113,0.085,0.045,0.035,0.046,0.041,0.065,0.011,0.27,0.014,0.024,0.047,0.028,0.108,0.008,0.04,0.027,0.009,0.012,0.016,0.015,0.005,0.009,0.036,0.034,0.078,0.011,0.007,0.001,0.018,1949,72.7381
"661","SS_6.0_25_CCOB_INTERCHANGE_01_OG_20210617_20210624","Interchange B",2021-06-17,2021-06-24,"prod",NA,9.987,0.733,6.294,0.156,1.062,2.889,0.35,0.011,0.036,0.012,0.074,1.138,1.047,0.004,0.018,0.007,0.364,0.106,0.029,0.128,0.204,0.054,0.06,0.027,0.043,0.064,0.091,0.026,0.347,0.014,0.024,0.059,0.028,0.133,0.008,0.051,0.033,0.009,0.012,0.019,0.015,0.005,0.009,0.032,0.013,0.078,0.011,0.007,0.002,0.016,1977,60.59695
"662","SS_6.0_15_CCOB_INTERCHANGE_01_OG_20210624_20210701","Interchange B",2021-06-24,2021-07-01,"prod",NA,8.242,0.648,4.683,0.194,0.745,2.058,0.263,0.016,0.049,0.013,0.064,0.726,0.749,0.004,0.018,0.007,0.306,0.027,0.012,0.147,0.137,0.019,0.044,0.014,0.026,0.033,0.066,0.011,0.277,0.014,0.018,0.079,0.022,0.093,0.008,0.031,0.046,0.009,0.012,0.015,0.015,0.005,0.009,0.031,0.074,0.078,0.011,0.007,0.002,0.011,2012,52.7383
"663","SS_6.0_34_CCOB_INTERCHANGE_01_OG_20210701_20210708","Interchange B",2021-07-01,2021-07-08,"prod",NA,7.628,0.796,4.209,0.651,0.898,1.935,0.374,0.021,0.072,0.018,0.062,0.965,0.853,0.004,0.018,0.007,0.284,0.06,0.012,0.108,0.173,0.019,0.048,0.01,0.051,0.044,0.021,0.011,0.363,0.014,0.019,0.067,0.031,0.126,0.008,0.042,0.025,0.009,0.012,0.022,0.015,0.01,0.009,0.038,0.013,0.078,0.011,0.007,0.002,0.014,1923,55.9738
"664","SS_6.0_12_CCOB_INTERCHANGE_01_OG_20210708_20210715","Interchange B",2021-07-08,2021-07-15,"prod",NA,10.325,0.509,5.942,0.134,0.957,2.567,0.35,0.009,0.034,0.006,0.062,0.934,0.876,0.004,0.018,0.007,0.333,0.059,0.012,0.099,0.202,0.091,0.055,0.04,0.046,0.028,0.076,0.011,0.278,0.014,0.005,0.048,0.026,0.108,0.008,0.028,0.011,0.009,0.012,0.015,0.015,0.005,0.009,0.026,0.029,0.078,0.011,0.007,0.001,0.012,1993,77.0032
"665","SS_6.0_39_CCOB_INTERCHANGE_01_OG_20210715_20210722","Interchange B",2021-07-15,2021-07-22,"prod",NA,8.332,0.477,4.088,0.118,0.669,1.772,0.386,0.003,0.028,0.006,0.056,0.805,0.69,0.004,0.018,0.007,0.259,0.028,0.012,0.102,0.188,0.062,0.043,0.032,0.041,0.036,0.057,0.011,0.296,0.014,0.005,0.047,0.03,0.118,0.008,0.037,0.03,0.009,0.012,0.018,0.015,0.005,0.009,0.026,0.033,0.078,0.011,0.007,0.001,0.013,1959,74.1413
"666","SS_6.0_02_CCOB_INTERCHANGE_01_OG_20210722_20210729","Interchange B",2021-07-22,2021-07-29,"prod",NA,9.927,0.619,4.775,0.092,0.895,2.207,0.402,0.018,0.031,0.016,0.052,0.937,0.787,0.004,0.018,0.007,0.273,0.037,0.012,0.089,0.188,0.189,0.047,0.034,0.049,0.051,0.07,0.011,0.262,0.014,0.011,0.054,0.037,0.132,0.008,0.041,0.022,0.009,0.012,0.014,0.015,0.005,0.009,0.023,0.013,0.078,0.011,0.007,0.001,0.014,1992,72.9621
"667","SS_6.0_21_CCOB_INTERCHANGE_01_OG_20210805_20210812","Interchange B",2021-08-05,2021-08-12,"prod",NA,8.709,1.032,4.156,0.146,0.744,1.988,0.702,0.008,0.037,0.006,0.063,0.968,0.819,0.004,0.018,0.007,0.26,0.105,0.012,0.13,0.338,0.055,0.056,0.039,0.057,0.061,0.066,0.011,0.432,0.014,0.026,0.05,0.053,0.155,0.008,0.045,0.026,0.009,0.012,0.021,0.015,0.005,0.009,0.037,0.028,0.078,0.011,0.007,0.002,0.016,1959,74.69375
"668","SS_6.0_40_CCOB_INTERCHANGE_01_OG_20210812_20210819","Interchange B",2021-08-12,2021-08-19,"prod",NA,7.429,0.568,3.705,0.113,0.653,1.765,0.398,0.015,0.039,0.018,0.067,0.971,0.757,0.004,0.018,0.007,0.269,0.046,0.012,0.074,0.166,0.088,0.058,0.038,0.048,0.057,0.056,0.011,0.298,0.031,0.019,0.05,0.03,0.134,0.008,0.041,0.022,0.009,0.012,0.017,0.015,0.005,0.009,0.027,0.032,0.078,0.011,0.007,0.002,0.013,1976,68.97935
"669","SS_6.0_08_CCOB_INTERCHANGE_01_OG_20210819_20210826","Interchange B",2021-08-19,2021-08-26,"prod",NA,7.928,0.703,4.472,0.108,0.736,2.022,0.447,0.008,0.019,0.006,0.054,0.771,0.732,0.004,0.018,0.007,0.255,0.038,0.012,0.108,0.21,0.081,0.056,0.028,0.034,0.039,0.071,0.011,0.247,0.014,0.005,0.057,0.03,0.106,0.008,0.031,0.035,0.009,0.012,0.012,0.015,0.005,0.009,0.02,0.013,0.078,0.011,0.007,0.002,0.012,1977,58.15265
"670","SS_6.0_42_CCOB_INTERCHANGE_02_OG_20210826_20210902","Interchange B",2021-08-26,2021-09-02,"prod",NA,6.773,0.617,3.242,0.124,0.52,1.386,0.42,0.013,0.031,0.006,0.056,0.798,0.685,0.004,0.018,0.007,0.239,0.061,0.012,0.094,0.165,0.019,0.038,0.027,0.033,0.036,0.065,0.011,0.295,0.014,0.033,0.05,0.046,0.142,0.008,0.034,0.043,0.009,0.012,0.026,0.015,0.005,0.009,0.04,0.042,0.078,0.011,0.007,0.002,0.011,1993,63.50575
"671","SS_6.0_12_CCOB_INTERCHANGE_01_OG_20210826_20210902","Interchange B",2021-08-26,2021-09-02,"prod",NA,6.807,0.583,3.503,0.125,0.572,1.491,0.449,0.011,0.02,0.006,0.055,0.787,0.669,0.004,0.018,0.007,0.245,0.052,0.026,0.08,0.171,0.08,0.045,0.045,0.038,0.028,0.06,0.011,0.278,0.014,0.021,0.036,0.025,0.13,0.008,0.037,0.034,0.009,0.012,0.015,0.015,0.005,0.009,0.025,0.013,0.078,0.011,0.007,0.001,0.015,1985,63.50575
"672","SS_6.0_56_CCOB_INTERCHANGE_01_OG_20210902_20210909","Interchange B",2021-09-02,2021-09-09,"prod",NA,8.102,0.474,4.074,0.106,0.648,1.74,0.492,0.006,0.024,0.006,0.055,0.744,0.663,0.004,0.018,0.007,0.248,0.023,0.012,0.097,0.207,0.074,0.054,0.03,0.033,0.03,0.061,0.011,0.253,0.014,0.005,0.046,0.022,0.115,0.008,0.038,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.022,0.028,0.078,0.011,0.007,0.002,0.013,1969,71.66155
"673","SS_6.0_23_CCOB_INTERCHANGE_01_OG_20210909_20210916","Interchange B",2021-09-09,2021-09-16,"prod",NA,8.322,0.757,4.04,0.109,0.699,1.777,0.376,0.008,0.025,0.006,0.062,0.932,0.763,0.004,0.018,0.007,0.291,0.041,0.027,0.114,0.168,0.093,0.068,0.034,0.068,0.034,0.082,0.011,0.314,0.014,0.024,0.092,0.038,0.154,0.008,0.047,0.092,0.009,0.012,0.02,0.015,0.005,0.009,0.03,0.135,0.078,0.011,0.007,0.003,0.019,2012,69.38225
"674","SS_6.0_04_CCOB_INTERCHANGE_02_OG_20210916_20210923","Interchange B",2021-09-16,2021-09-23,"prod",NA,6.565,0.626,3.311,0.105,0.554,1.595,0.29,0.015,0.021,0.006,0.068,0.75,0.77,0.004,0.018,0.007,0.376,0.031,0.012,0.202,0.146,0.14,0.079,0.043,0.058,0.027,0.16,0.011,0.332,0.067,0.038,0.163,0.035,0.174,0.008,0.053,0.185,0.009,0.012,0.021,0.015,0.005,0.009,0.032,0.263,0.078,0.011,0.007,0.001,0.009,1968,55.72655
"675","SS_6.0_21_CCOB_INTERCHANGE_01_OG_20210916_20210923","Interchange B",2021-09-16,2021-09-23,"prod",NA,6.212,0.465,3.266,0.108,0.594,1.74,0.295,0.007,0.017,0.006,0.065,0.777,0.814,0.004,0.018,0.007,0.374,0.024,0.025,0.153,0.146,0.115,0.061,0.038,0.06,0.012,0.13,0.011,0.284,0.033,0.017,0.085,0.02,0.105,0.008,0.023,0.079,0.009,0.012,0.013,0.015,0.005,0.009,0.022,0.092,0.078,0.011,0.007,0.001,0.009,1979,55.72655
"676","SS_6.0_48_CCOB_INTERCHANGE_01_OG_20210923_20210930","Interchange B",2021-09-23,2021-09-30,"prod",NA,9.093,0.562,4.634,0.126,0.77,2.101,0.351,0.008,0.02,0.006,0.066,0.909,0.821,0.004,0.018,0.007,0.417,0.043,0.031,0.216,0.176,0.11,0.084,0.055,0.052,0.046,0.184,0.011,0.372,0.059,0.041,0.169,0.061,0.198,0.008,0.072,0.144,0.009,0.012,0.023,0.015,0.01,0.009,0.034,0.244,0.078,0.011,0.007,0.002,0.071,2008,55.9148
"677","SS_6.0_51_CCOB_INTERCHANGE_01_OG_20210930_20211007","Interchange B",2021-09-30,2021-10-07,"prod",NA,10.784,0.618,5.827,0.108,0.978,2.681,0.401,0.009,0.008,0.006,0.089,1.048,0.994,0.004,0.018,0.007,0.456,0.007,0.026,0.188,0.148,0.152,0.091,0.048,0.04,0.042,0.15,0.011,0.376,0.058,0.036,0.143,0.04,0.22,0.008,0.059,0.1,0.009,0.012,0.024,0.015,0.005,0.009,0.034,0.212,0.078,0.011,0.007,0.004,0.019,2025,54.62325
"678","SS_6.0_12_CCOB_INTERCHANGE_01_OG_20211007_20211014","Interchange B",2021-10-07,2021-10-14,"prod",NA,9.54,0.534,5.238,0.105,0.912,2.74,0.359,0.007,0.008,0.006,0.107,1.028,1.177,0.004,0.018,0.007,0.679,0.002,0.034,0.323,0.172,0.221,0.115,0.055,0.119,0.051,0.243,0.011,0.317,0.08,0.048,0.189,0.044,0.192,0.008,0.079,0.112,0.009,0.012,0.02,0.015,0.005,0.009,0.034,0.141,0.078,0.011,0.007,0.002,0.015,1998,47.2527
"679","SS_6.0_36_CCOB_INTERCHANGE_02_OG_20211014_20211021","Interchange B",2021-10-14,2021-10-21,"prod",NA,9.126,0.853,4.222,0.153,0.701,1.867,0.506,0.008,0.025,0.006,0.069,0.824,0.722,0.004,0.018,0.007,0.36,0.007,0.026,0.206,0.158,0.153,0.09,0.058,0.08,0.042,0.166,0.011,0.351,0.053,0.039,0.128,0.047,0.203,0.008,0.05,0.084,0.009,0.012,0.025,0.015,0.01,0.009,0.041,0.097,0.078,0.011,0.007,0.002,0.018,2020,48.6091
"680","SS_6.0_44_CCOB_INTERCHANGE_01_OG_20211014_20211021","Interchange B",2021-10-14,2021-10-21,"prod",NA,10.105,0.8,4.947,0.148,0.842,2.297,0.51,0.017,0.025,0.014,0.084,0.964,0.892,0.004,0.018,0.007,0.479,0.002,0.031,0.259,0.192,0.164,0.115,0.07,0.104,0.047,0.188,0.011,0.425,0.066,0.049,0.151,0.049,0.189,0.008,0.075,0.11,0.009,0.012,0.027,0.015,0.012,0.009,0.041,0.172,0.078,0.011,0.007,0.011,0.024,2029,48.6091
"681","SS_6.0_16_CCOB_INTERCHANGE_01_OG_20211021_20211028","Interchange B",2021-10-21,2021-10-28,"prod",NA,13.087,0.967,7.017,0.171,1.203,3.305,0.558,0.011,0.03,0.006,0.111,1.22,1.146,0.004,0.018,0.007,0.565,0.012,0.037,0.271,0.193,0.184,0.112,0.058,0.104,0.058,0.275,0.011,0.469,0.078,0.045,0.179,0.063,0.248,0.008,0.085,0.141,0.009,0.012,0.032,0.015,0.017,0.009,0.059,0.378,0.078,0.011,0.007,0.003,0.04,2125,45.6528
"682","SS_6.0_18_CCOB_INTERCHANGE_01_OG_20211028_20211104","Interchange B",2021-10-28,2021-11-04,"prod",NA,9.287,0.832,4.48,0.163,0.776,2.08,0.489,0.018,0.025,0.016,0.051,0.73,0.698,0.004,0.018,0.007,0.323,0.007,0.025,0.109,0.167,0.097,0.066,0.029,0.056,0.037,0.116,0.011,0.273,0.03,0.019,0.061,0.03,0.102,0.008,0.033,0.037,0.009,0.012,0.01,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.003,0.016,2000,41.2824
"683","SS_6.0_01_CCOB_INTERCHANGE_01_OG_20211104_20211111","Interchange B",2021-11-04,2021-11-11,"prod",NA,16.532,1.064,7.248,0.154,1.213,3.317,0.53,0.011,0.023,0.013,0.087,1.085,1.058,0.004,0.018,0.007,0.476,0.002,0.026,0.186,0.161,0.157,0.094,0.05,0.078,0.043,0.17,0.011,0.346,0.048,0.03,0.115,0.043,0.176,0.008,0.052,0.089,0.009,0.012,0.022,0.015,0.005,0.009,0.035,0.324,0.078,0.011,0.007,0.004,0.026,2094,47.64145
"684","SS_6.0_53_CCOB_INTERCHANGE_01_OG_20211111_20211118","Interchange B",2021-11-11,2021-11-18,"prod",NA,6.507,0.638,2.558,0.11,0.482,1.266,0.403,0.007,0.008,0.006,0.026,0.45,0.37,0.004,0.018,0.007,0.143,0.003,0.012,0.056,0.1,0.046,0.04,0.028,0.034,0.012,0.021,0.011,0.2,0.014,0.005,0.03,0.023,0.09,0.008,0.027,0.029,0.009,0.012,0.011,0.015,0.005,0.009,0.016,0.036,0.078,0.011,0.007,0.002,0.015,1955,40.70045
"685","SS_6.0_58_CCOB_INTERCHANGE_02_OG_20211118_20211125","Interchange B",2021-11-18,2021-11-25,"prod",NA,12.967,1.225,5.268,0.197,0.935,2.366,0.68,0.01,0.027,0.013,0.063,0.847,0.757,0.004,0.018,0.007,0.288,0.007,0.025,0.126,0.157,0.081,0.073,0.046,0.059,0.037,0.09,0.011,0.328,0.036,0.027,0.062,0.041,0.151,0.008,0.044,0.032,0.009,0.012,0.021,0.015,0.005,0.009,0.033,0.035,0.078,0.011,0.007,0.004,0.031,2456,45.2203
"686","SS_6.0_56_CCOB_INTERCHANGE_01_OG_20211118_20211125","Interchange B",2021-11-18,2021-11-25,"prod",NA,14.429,1.234,6.022,0.176,1.062,2.683,0.695,0.011,0.026,0.013,0.072,0.899,0.829,0.004,0.018,0.007,0.298,0.002,0.027,0.154,0.155,0.116,0.084,0.045,0.079,0.046,0.107,0.011,0.345,0.035,0.02,0.07,0.044,0.16,0.008,0.039,0.036,0.009,0.012,0.017,0.015,0.005,0.009,0.027,0.042,0.078,0.011,0.007,0.004,0.036,2469,45.2203
"687","SS_6.0_17_CCOB_INTERCHANGE_01_OG_20211125_20211202","Interchange B",2021-11-25,2021-12-02,"prod",NA,9.901,0.766,4.861,0.145,0.876,2.401,0.452,0.013,0.021,0.012,0.066,0.804,0.787,0.004,0.018,0.007,0.324,0.002,0.012,0.137,0.158,0.098,0.081,0.036,0.06,0.045,0.108,0.011,0.264,0.038,0.026,0.07,0.022,0.089,0.008,0.031,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.002,0.022,2013,44.03835
"688","SS_6.0_64_CCOB_INTERCHANGE_01_OG_20211202_20211209","Interchange B",2021-12-02,2021-12-09,"prod",NA,19.624,1.189,9.843,0.2,1.689,4.609,0.629,0.016,0.031,0.013,0.139,1.485,1.669,0.004,0.018,0.007,0.778,0.008,0.039,0.389,0.193,0.271,0.166,0.071,0.144,0.081,0.351,0.023,0.485,0.108,0.056,0.213,0.055,0.274,0.008,0.087,0.127,0.009,0.012,0.037,0.015,0.018,0.009,0.075,0.168,0.078,0.011,0.014,0.004,0.022,2095,43.6091
"689","SS_6.0_31_CCOB_INTERCHANGE_01_OG_20211209","Interchange B",2021-12-09,2021-12-16,"prod",NA,12.794,1.113,7.138,0.195,1.304,3.496,0.662,0.022,0.03,0.015,0.096,1.128,1.159,0.004,0.018,0.007,0.511,0.008,0.012,0.213,0.176,0.161,0.109,0.055,0.078,0.066,0.201,0.011,0.363,0.059,0.035,0.137,0.052,0.182,0.008,0.045,0.094,0.009,0.012,0.023,0.015,0.012,0.009,0.037,0.139,0.078,0.011,0.007,0.003,0.021,2076,47.6761
"690","SS_6.0_64_CCOB_INTERCHANGE_02_OG_20211216_20211223","Interchange B",2021-12-16,2021-12-23,"prod",NA,15.131,1.192,6.629,0.19,1.235,3.31,0.776,0.016,0.027,0.006,0.094,1.116,1.158,0.004,0.018,0.007,0.579,0.007,0.039,0.276,0.205,0.208,0.132,0.063,0.102,0.1,0.273,0.011,0.376,0.066,0.043,0.154,0.047,0.182,0.008,0.051,0.079,0.009,0.012,0.022,0.015,0.011,0.009,0.033,0.083,0.078,0.011,0.007,0.003,0.015,2039,47.7883
"691","SS_6.0_34_CCOB_INTERCHANGE_01_OG_20211216_20211223","Interchange B",2021-12-16,2021-12-23,"prod",NA,15.424,1.296,7.489,0.213,1.397,3.707,0.86,0.024,0.025,0.017,0.099,1.203,1.262,0.004,0.018,0.007,0.646,0.006,0.033,0.275,0.206,0.198,0.109,0.058,0.127,0.091,0.244,0.011,0.432,0.07,0.044,0.143,0.051,0.166,0.008,0.064,0.078,0.009,0.012,0.022,0.015,0.005,0.009,0.031,0.102,0.078,0.011,0.007,0.003,0.016,2008,47.7883
"692","SS_6.0_56_CCOB_INTERCHANGE_01_OG_20211223_20211230","Interchange B",2021-12-23,2021-12-30,"prod",NA,10.082,0.884,4.778,0.326,0.841,2.183,0.601,0.018,0.043,0.027,0.078,0.733,0.695,0.004,0.018,0.007,0.355,0.002,0.027,0.17,0.157,0.106,0.077,0.03,0.067,0.053,0.169,0.011,0.251,0.045,0.019,0.082,0.034,0.176,0.008,0.111,0.049,0.009,0.012,0.015,0.015,0.005,0.009,0.024,0.087,0.078,0.011,0.007,0.002,0.015,2028,45.4297
"693","SS_6.0_36_CCOB_INTERCHANGE_01_OG_20211230_20220106","Interchange B",2021-12-30,2022-01-06,"prod",NA,17.805,1.582,9.123,0.257,1.532,4.066,1.001,0.016,0.032,0.006,0.083,1.161,1.15,0.004,0.018,0.007,0.416,0.005,0.025,0.181,0.228,0.131,0.082,0.033,0.076,0.067,0.146,0.011,0.454,0.044,0.032,0.089,0.044,0.128,0.008,0.049,0.047,0.009,0.012,0.03,0.015,0.014,0.009,0.044,0.083,0.078,0.011,0.007,0.002,0.016,2076,45.6621
"694","SS_6.0_22_CCOB_INTERCHANGE_01_OG_20220106_20220113","Interchange B",2022-01-06,2022-01-13,"prod",NA,32.695,2.076,16.768,0.328,2.81,7.382,1.287,0.027,0.05,0.022,0.155,2.063,2.123,0.012,0.018,0.007,0.824,0.008,0.054,0.364,0.283,0.267,0.161,0.074,0.143,0.114,0.337,0.011,0.643,0.083,0.053,0.243,0.085,0.292,0.008,0.104,0.155,0.009,0.012,0.055,0.015,0.025,0.02,0.086,0.38,0.078,0.011,0.007,0.005,0.046,2172,46.19715
"695","SS_6.0_19_CCOB_INTERCHANGE_02_OG_20220120_20220127","Interchange B",2022-01-20,2022-01-27,"prod",NA,13.74,1.574,6.176,0.262,1.215,3.01,1.057,0.038,0.043,0.035,0.079,1.008,0.964,0.004,0.018,0.007,0.354,0.01,0.029,0.176,0.203,0.13,0.082,0.038,0.065,0.073,0.169,0.011,0.426,0.054,0.029,0.092,0.047,0.188,0.016,0.056,0.059,0.009,0.012,0.035,0.015,0.015,0.009,0.053,0.128,0.078,0.011,0.007,0.004,0.018,2088,43.3767
"696","SS_6.0_39_CCOB_INTERCHANGE_02_OG_20220217_20220224","Interchange B",2022-02-17,2022-02-24,"prod",NA,12.958,0.85,5.768,0.141,0.983,2.672,0.632,0.013,0.026,0.006,0.074,0.866,0.986,0.004,0.018,0.007,0.438,0.004,0.012,0.178,0.195,0.148,0.083,0.045,0.056,0.054,0.188,0.011,0.299,0.047,0.027,0.093,0.029,0.108,0.008,0.041,0.051,0.009,0.012,0.016,0.015,0.005,0.009,0.025,0.126,0.078,0.011,0.007,0.002,0.013,2041,48.418
"697","SS_6.0_58_CCOB_INTERCHANGE_02_OG_20220317_20220324","Interchange B",2022-03-17,2022-03-24,"prod",NA,7.988,0.572,3.294,0.111,0.59,1.596,0.529,0.012,0.021,0.006,0.047,0.549,0.57,0.004,0.018,0.007,0.246,0.002,0.012,0.134,0.152,0.111,0.057,0.098,0.039,0.038,0.129,0.011,0.22,0.039,0.032,0.108,0.03,0.132,0.008,0.052,0.091,0.009,0.012,0.02,0.015,0.005,0.009,0.036,0.303,0.078,0.011,0.007,0.002,0.011,1961,51.54715
"698","SS_6.0_22_CCOB_INTERCHANGE_02_OG_20220421_20220428","Interchange B",2022-04-21,2022-04-28,"drilling","neoflow",15.032,0.477,7.657,0.144,1.239,3.687,0.33,0.016,0.035,0.006,0.156,1.253,1.616,0.004,0.018,0.007,0.951,0.005,0.032,0.522,0.245,0.37,0.176,0.104,0.138,0.115,0.551,0.011,0.463,0.147,0.082,0.395,0.073,0.292,0.008,0.131,0.336,0.009,0.012,0.047,0.015,0.027,0.009,0.076,1.309,0.078,0.011,0.007,0.002,0.027,2025,62.79725
"699","SS_6.0_35_CCOB_INTERCHANGE_01_OG_20220421_20220428","Interchange B",2022-04-21,2022-04-28,"drilling","neoflow",11.442,0.427,6.02,0.121,1.006,2.959,0.345,0.008,0.022,0.006,0.117,1.022,1.287,0.004,0.018,0.007,0.807,0.006,0.038,0.509,0.215,0.3,0.163,0.086,0.14,0.091,0.56,0.011,0.483,0.167,0.099,0.447,0.048,0.314,0.008,0.135,0.381,0.009,0.012,0.055,0.015,0.03,0.009,0.085,1.501,0.078,0.011,0.007,0.001,0.036,1993,62.79725
"700","SS_6.0_17_CCOB_INTERCHANGE_01_OG_20220428_20220505","Interchange B",2022-04-28,2022-05-05,"drilling","neoflow",6.971,0.367,2.722,0.066,0.399,1.141,0.275,0.007,0.008,0.006,0.04,0.394,0.44,0.004,0.018,0.007,0.201,0.002,0.012,0.101,0.102,0.058,0.033,0.033,0.023,0.028,0.088,0.011,0.131,0.031,0.013,0.058,0.015,0.051,0.008,0.027,0.034,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.03,0.078,0.011,0.007,0.002,0.068,1987,57.66485
"701","SS_6.0_42_CCOB_INTERCHANGE_01_OG_20220505_20220512","Interchange B",2022-05-05,2022-05-12,"drilling","neoflow",17.044,0.423,8.472,0.111,1.363,3.851,0.274,0.01,0.022,0.006,0.139,1.369,1.552,0.004,0.018,0.007,0.857,0.008,0.039,0.537,0.206,0.356,0.184,0.099,0.14,0.103,0.669,0.011,0.529,0.186,0.096,0.49,0.081,0.371,0.008,0.126,0.395,0.009,0.012,0.051,0.033,0.044,0.025,0.11,1.176,0.078,0.011,0.025,0.001,0.028,2022,56.4856
"702","SS_6.0_03_CCOB_INTERCHANGE_01_OG_20220512_20220519","Interchange B",2022-05-12,2022-05-19,"drilling","neoflow",13.022,0.494,7.277,0.12,1.208,3.594,0.274,0.008,0.022,0.006,0.187,1.448,1.847,0.004,0.018,0.007,1.262,0.013,0.053,0.737,0.246,0.489,0.238,0.091,0.198,0.164,0.814,0.011,0.587,0.247,0.146,0.6,0.072,0.422,0.008,0.159,0.456,0.009,0.012,0.056,0.015,0.03,0.021,0.112,1.561,0.078,0.011,0.007,0.001,0.061,2018,58.5117
