Sample ID,Sampling Site,Start Date Time,Stop Date Time,Phase,Mud,Ethane,Ethene,Propane,Propene,i-Butane,n-Butane,Ethyne,trans-2-Butene,1-Butene,cis-2-Butene,Cycopentane,i-Pentane,n-Pentane,trans-2-Pentene,1-Pentene,cis-2-Pentene,n-Hexane,Isoprene,"2,4-Dimethylpentane",n-Heptane,Benzene,Cyclohexane,"2,3-Dimethylpentane",2-Methylhexane,3-Methylhexane,"2,2,4-Trimethylpentane",Methylcyclohexane,"2,3,4-Trimethylpentane",Toluene,2-Methylheptane,3-Methylheptane,n-Octane,Ethylbenzene,m- and p-Xylene,Styrene,o-Xylene,n-Nonane,i-Propylbenzene,n-Propylbenzene,3-Ethyltoluene,4-Ethyltoluene,"1,3,5-Trimethylbenzene",2-Ethyltoluene,"1,2,4-Trimethylbenzene",n-Decane,"1,2,3-Trimethylbenzene","1,3-Diethylbenzene","1,4-Diethylbenzene",C2HCl3,C2Cl4,Methane
SS-6.0-24_CCOB Interchange 02 OG_20191114_20191121,CCOB_INTERCHANGE_02_OG,2019-11-14,2019-11-21,pre,NA,27.352,1.614,17.444,0.549,2.956,7.726,1.033,0.022,0.045,0.021,0.197,2.326,2.484,0.004,0.018,0.007,1.103,0.018,0.07,0.463,0.358,0.402,0.228,0.097,0.328,0.137,0.519,0.011,0.625,0.123,0.076,0.261,0.084,0.296,0.008,0.092,0.169,0.009,0.012,0.033,0.015,0.015,0.009,0.064,0.137,0.078,0.011,0.007,0.061,0.014,2185
SS-6.0-26_CCOB Interchange 01 OG_20191114_20191121,CCOB_INTERCHANGE_01_OG,2019-11-14,2019-11-21,pre,NA,33.601,1.81,19.549,0.31,3.51,9.387,1.09,0.026,0.041,0.019,0.233,2.69,3.012,0.008,0.018,0.007,1.362,0.015,0.071,0.639,0.365,0.467,0.259,0.1,0.343,0.158,0.701,0.011,0.642,0.164,0.104,0.342,0.107,0.358,0.017,0.137,0.187,0.028,0.012,0.039,0.015,0.019,0.02,0.069,0.156,0.078,0.011,0.021,0.074,0.004,2152
SS-6.0-21_CCOB_INTERCHANGE_01_OG_20191121_20191128,CCOB_INTERCHANGE_01_OG,2019-11-21,2019-11-28,pre,NA,21.459,1.398,11.073,0.262,1.882,5.099,1.204,0.017,0.031,0.022,0.144,1.583,1.724,0.004,0.018,0.007,0.8,0.011,0.047,0.327,0.267,0.285,0.168,0.073,0.204,0.096,0.398,0.011,0.374,0.097,0.059,0.179,0.062,0.216,0.008,0.061,0.098,0.009,0.012,0.018,0.015,0.005,0.009,0.03,0.073,0.078,0.011,0.007,0.048,0.003,2059
SS-6.0-28_CCOB_INTERCHANGE_01_OG_20191128_20191205,CCOB_INTERCHANGE_01_OG,2019-11-28,2019-12-05,pre,NA,45.723,2.062,23.621,0.362,4.183,11.239,1.591,0.03,0.049,0.023,0.286,3.285,3.629,0.004,0.018,0.007,1.544,0.008,0.073,0.579,0.439,0.526,0.275,0.114,0.325,0.175,0.772,0.011,0.693,0.175,0.112,0.352,0.082,0.346,0.016,0.11,0.21,0.026,0.012,0.032,0.015,0.015,0.009,0.057,0.2,0.078,0.011,0.015,0.031,0.005,2260
SS-6.0-30_CCOB_INTERCHANGE_02_OG_20191205_20191212,CCOB_INTERCHANGE_02_OG,2019-12-05,2019-12-12,pre,NA,37.132,2.314,19.673,0.368,3.356,8.966,1.672,0.04,0.081,0.035,0.23,2.559,2.79,0.004,0.018,0.007,1.173,0.002,0.059,0.467,0.385,0.51,0.196,0.071,0.267,0.139,0.54,0.011,0.659,0.116,0.076,0.276,0.081,0.258,0.008,0.087,0.208,0.027,0.012,0.033,0.015,0.013,0.009,0.053,0.283,0.078,0.011,0.007,0.033,0.006,2170
SS-6.0-40_CCOB_INTERCHANGE_01_OG_20191205_20191212,CCOB_INTERCHANGE_01_OG,2019-12-05,2019-12-12,pre,NA,52.815,5.596,29.532,0.692,5.187,14.28,3.394,0.025,0.07,0.018,0.397,4.192,5.007,0.01,0.018,0.007,2.31,0.01,0.086,0.942,0.496,0.75,0.367,0.149,0.458,0.222,1.123,0.011,0.809,0.231,0.14,0.491,0.108,0.424,0.008,0.134,0.262,0.045,0.012,0.038,0.015,0.016,0.009,0.065,0.233,0.078,0.011,0.007,0.029,0.006,2311
SS-6.0-16_CCOB_INTERCHANGE_02_OG_20191212_20191219,CCOB_INTERCHANGE_02_OG,2019-12-12,2019-12-19,pre,NA,18.745,1.408,10.009,0.218,1.806,4.845,0.978,0.015,0.031,0.021,0.121,1.397,1.452,0.004,0.018,0.007,0.641,0.007,0.033,0.2,0.257,0.204,0.092,0.043,0.151,0.072,0.262,0.011,0.346,0.057,0.033,0.123,0.042,0.144,0.008,0.042,0.055,0.009,0.012,0.013,0.015,0.005,0.009,0.022,0.055,0.078,0.011,0.007,0.014,0.005,2074
SS-6.0-48_CCOB_INTERCHANGE_01_OG_20191212_20191219,CCOB_INTERCHANGE_01_OG,2019-12-12,2019-12-19,pre,NA,27.099,2.175,15.064,0.278,2.772,7.752,1.721,0.024,0.05,0.025,0.228,2.349,2.704,0.004,0.018,0.007,1.278,0.007,0.057,0.541,0.346,0.431,0.22,0.087,0.29,0.14,0.67,0.022,0.55,0.136,0.082,0.293,0.079,0.242,0.008,0.083,0.137,0.009,0.012,0.023,0.015,0.011,0.009,0.038,0.093,0.078,0.011,0.007,0.02,0.007,2089
SS-6.0-27_CCOB_INTERCHANGE_01_OG_20191219_20191226,CCOB_INTERCHANGE_01_OG,2019-12-19,2019-12-26,pre,NA,42.176,2.966,22.843,0.452,4.377,12.572,3.741,0.035,0.067,0.035,0.405,4.03,4.759,0.004,0.018,0.007,2.489,0.012,0.105,1.301,0.6,0.915,0.479,0.186,0.682,0.307,1.54,0.032,1.161,0.385,0.216,0.803,0.151,0.627,0.008,0.209,0.389,0.042,0.032,0.056,0.015,0.03,0.022,0.102,0.268,0.078,0.011,0.007,0.031,0.004,2286
SS-6.0-55_CCOB_INTERCHANGE_02_OG_20191219_20191226,CCOB_INTERCHANGE_02_OG,2019-12-19,2019-12-26,pre,NA,28.807,2.219,13.058,0.362,2.63,7.061,1.76,0.035,0.056,0.029,0.188,2.226,2.184,0.008,0.018,0.007,0.994,0.007,0.058,0.452,0.38,0.378,0.219,0.109,0.284,0.165,0.548,0.028,0.738,0.154,0.088,0.302,0.103,0.353,0.008,0.142,0.201,0.02,0.012,0.034,0.015,0.015,0.009,0.059,0.201,0.078,0.011,0.007,0.035,0.004,2125
SS-6.0-61_CCOB_INTERCHANGE_02_OG_20191226_20200102,CCOB_INTERCHANGE_02_OG,2019-12-26,2020-01-02,pre,NA,21.795,1.733,10.569,0.288,2.072,5.59,1.653,0.023,0.037,0.016,0.147,1.716,1.744,0.004,0.018,0.007,0.815,0.005,0.041,0.426,0.33,0.346,0.197,0.088,0.235,0.117,0.513,0.026,0.519,0.124,0.083,0.255,0.063,0.25,0.008,0.086,0.162,0.009,0.012,0.028,0.015,0.012,0.009,0.042,0.161,0.078,0.011,0.007,0.018,0.003,2123
SS-6.0-30_CCOB_INTERCHANGE_01_OG_20191226_20200102,CCOB_INTERCHANGE_01_OG,2019-12-26,2020-01-02,pre,NA,26.664,2.245,14.425,0.258,3.092,9.022,3.122,0.015,0.036,0.022,0.269,2.874,3.314,0.004,0.018,0.007,1.413,0.002,0.058,0.605,0.422,0.521,0.262,0.108,0.328,0.153,0.769,0.011,0.601,0.168,0.111,0.34,0.073,0.306,0.008,0.102,0.2,0.02,0.012,0.026,0.015,0.011,0.009,0.042,0.177,0.078,0.011,0.007,0.017,0.003,2032
SS-6.0-01_CCOB_INTERCHANGE_02_OG_20200102_20200109,CCOB_INTERCHANGE_02_OG,2020-01-02,2020-01-09,pre,NA,10.012,0.739,4.25,0.092,0.793,2.121,0.801,0.011,0.02,0.006,0.062,0.665,0.722,0.004,0.018,0.007,0.383,0.002,0.012,0.15,0.157,0.159,0.071,0.034,0.091,0.044,0.197,0.011,0.202,0.043,0.037,0.1,0.03,0.104,0.008,0.034,0.073,0.009,0.012,0.011,0.015,0.005,0.009,0.021,0.092,0.078,0.011,0.007,0.01,0.002,1937
SS-6.0-34_CCOB_INTERCHANGE_01_OG_20200102_20200109,CCOB_INTERCHANGE_01_OG,2020-01-02,2020-01-09,pre,NA,16.999,2.181,12.352,0.159,2.674,8.094,2.244,0.01,0.02,0.006,0.227,2.486,3.031,0.004,0.018,0.007,1.216,0.005,0.04,0.372,0.242,0.4,0.18,0.069,0.22,0.102,0.472,0.011,0.32,0.105,0.047,0.205,0.046,0.155,0.008,0.051,0.119,0.009,0.012,0.017,0.015,0.005,0.009,0.03,0.109,0.078,0.011,0.007,0.013,0.002,2058
SS-6.0-19_CCOB_INTERCHANGE_01_OG_20200109_20200116,CCOB_INTERCHANGE_01_OG,2020-01-09,2020-01-16,prod,NA,17.185,1.148,8.484,0.173,1.592,4.243,0.992,0.021,0.03,0.016,0.113,1.329,1.454,0.004,0.018,0.007,0.64,0.005,0.034,0.218,0.217,0.207,0.121,0.053,0.139,0.07,0.275,0.011,0.273,0.057,0.031,0.108,0.04,0.112,0.008,0.047,0.048,0.009,0.012,0.016,0.015,0.005,0.009,0.027,0.05,0.078,0.011,0.007,0.014,0.004,2111
SS-6.0-43_CCOB_INTERCHANGE_02_OG_20200109_20200116,CCOB_INTERCHANGE_02_OG,2020-01-09,2020-01-16,prod,NA,16.164,1.088,7.474,0.161,1.374,3.603,1.011,0.012,0.022,0.012,0.09,1.087,1.12,0.004,0.018,0.007,0.455,0.002,0.012,0.134,0.209,0.13,0.081,0.041,0.111,0.048,0.17,0.011,0.238,0.038,0.019,0.074,0.036,0.098,0.008,0.033,0.036,0.009,0.012,0.012,0.015,0.005,0.009,0.019,0.033,0.078,0.011,0.007,0.014,0.003,2013
SS-6.0-47_CCOB_INTERCHANGE_01_OG_20200116_20200123,CCOB_INTERCHANGE_01_OG,2020-01-16,2020-01-23,prod,NA,48.218,1.818,26.581,0.224,4.647,12.712,1.987,0.017,0.031,0.014,0.311,3.63,4.21,0.004,0.018,0.007,1.683,0.002,0.075,0.583,0.416,0.545,0.292,0.124,0.392,0.166,0.703,0.011,0.634,0.138,0.074,0.246,0.063,0.223,0.008,0.081,0.091,0.009,0.012,0.02,0.015,0.005,0.009,0.037,0.069,0.078,0.011,0.007,0.029,0.007,2096
SS-6.0-29_CCOB_INTERCHANGE_02_OG_20200116_20200123,CCOB_INTERCHANGE_02_OG,2020-01-16,2020-01-23,prod,NA,46.523,1.744,25.522,0.259,4.56,12.482,1.496,0.024,0.04,0.016,0.324,3.633,4.274,0.004,0.018,0.007,1.96,0.002,0.079,0.733,0.453,0.626,0.335,0.134,0.436,0.21,0.877,0.011,0.739,0.167,0.114,0.327,0.068,0.296,0.008,0.093,0.114,0.009,0.012,0.024,0.015,0.012,0.009,0.043,0.041,0.078,0.011,0.007,0.029,0.007,2171
SS-6.0-39_CCOB_INTERCHANGE_02_OG_20200123_20200130,CCOB_INTERCHANGE_02_OG,2020-01-23,2020-01-30,prod,NA,21.623,1.94,10.341,0.264,2.067,5.459,1.791,0.023,0.043,0.022,0.154,1.721,1.79,0.004,0.018,0.007,0.9,0.006,0.043,0.41,0.308,0.318,0.182,0.09,0.245,0.136,0.508,0.011,0.566,0.128,0.087,0.276,0.081,0.293,0.008,0.102,0.133,0.009,0.012,0.033,0.015,0.014,0.009,0.051,0.074,0.078,0.011,0.007,0.027,0.005,2031
SS-6.0-27_CCOB_INTERCHANGE_01_OG_20200123_20200130,CCOB_INTERCHANGE_01_OG,2020-01-23,2020-01-30,prod,NA,25.342,3.632,12.951,0.315,2.426,6.546,4.679,0.024,0.047,0.021,0.171,1.956,2.128,0.009,0.018,0.007,1.012,0.009,0.049,0.485,0.354,0.362,0.219,0.108,0.262,0.135,0.599,0.011,0.578,0.145,0.104,0.317,0.088,0.326,0.008,0.105,0.133,0.009,0.012,0.037,0.015,0.018,0.009,0.061,0.074,0.078,0.011,0.007,0.028,0.005,2112
SS-6.0-48_CCOB_INTERCHANGE_02_OG_20200130_20200206,CCOB_INTERCHANGE_02_OG,2020-01-30,2020-02-06,prod,NA,12.384,0.697,5.817,0.2,1.012,2.607,0.776,0.019,0.024,0.006,0.072,0.743,0.757,0.004,0.018,0.007,0.295,0.002,0.012,0.116,0.161,0.099,0.055,0.025,0.072,0.038,0.139,0.011,0.188,0.014,0.011,0.082,0.014,0.075,0.008,0.027,0.038,0.009,0.012,0.009,0.015,0.005,0.009,0.013,0.013,0.078,0.011,0.007,0.011,0.002,2034
SS-6.0-25_CCOB_INTERCHANGE_01_OG_20200130_20200206,CCOB_INTERCHANGE_01_OG,2020-01-30,2020-02-06,prod,NA,17.841,1.271,8.747,0.27,1.468,3.892,1.883,0.015,0.023,0.006,0.1,1.069,1.139,0.004,0.018,0.007,0.444,0.004,0.034,0.195,0.196,0.167,0.089,0.046,0.101,0.057,0.262,0.011,0.231,0.057,0.029,0.142,0.037,0.138,0.008,0.04,0.068,0.009,0.012,0.014,0.015,0.005,0.009,0.021,0.013,0.078,0.011,0.007,0.01,0.003,1934
SS-6.0-29_CCOB_INTERCHANGE_01_OG_20200206_20200213,CCOB_INTERCHANGE_01_OG,2020-02-06,2020-02-13,prod,NA,19.927,1.783,10.971,0.241,1.992,5.358,1.99,0.02,0.033,0.012,0.143,1.571,1.672,0.004,0.018,0.007,0.682,0.009,0.045,0.324,0.289,0.274,0.176,0.07,0.261,0.109,0.302,0.011,0.372,0.064,0.042,0.125,0.049,0.167,0.008,0.061,0.068,0.009,0.012,0.024,0.015,0.005,0.009,0.037,0.042,0.078,0.011,0.007,0.025,0.004,2055
SS-6.0-12_CCOB_INTERCHANGE_02_OG_20200206_20200213,CCOB_INTERCHANGE_02_OG,2020-02-06,2020-02-13,prod,NA,17.56,1.573,9.761,0.225,2.092,5.937,1.425,0.017,0.029,0.018,0.349,2.827,3.509,0.004,0.018,0.007,2.741,0.002,0.182,1.484,0.553,1.621,0.883,0.318,1.216,0.44,1.001,0.011,0.484,0.105,0.07,0.216,0.064,0.21,0.008,0.064,0.102,0.009,0.012,0.029,0.015,0.012,0.009,0.046,0.057,0.078,0.011,0.007,0.026,0.003,2035
SS-6.0-41_CCOB_INTERCHANGE_01_OG_20200213_20200220,CCOB_INTERCHANGE_01_OG,2020-02-13,2020-02-20,prod,NA,25.265,2.18,13.453,0.253,2.414,6.558,2.458,0.012,0.029,0.006,0.155,1.826,2.019,0.004,0.018,0.007,0.79,0.002,0.041,0.322,0.317,0.257,0.135,0.055,0.17,0.087,0.35,0.011,0.335,0.091,0.05,0.137,0.044,0.159,0.008,0.055,0.078,0.009,0.012,0.02,0.015,0.005,0.009,0.034,0.058,0.078,0.011,0.007,0.015,0.003,2110
SS-6.0-39_CCOB_INTERCHANGE_02_OG_20200213_20200220,CCOB_INTERCHANGE_02_OG,2020-02-13,2020-02-20,prod,NA,26.713,1.466,15.862,0.224,3.034,8.13,1.378,0.023,0.032,0.02,0.206,2.376,2.713,0.004,0.018,0.007,1.208,0.002,0.057,0.511,0.276,0.404,0.201,0.09,0.257,0.143,0.597,0.028,0.445,0.141,0.074,0.299,0.058,0.256,0.008,0.115,0.168,0.009,0.012,0.03,0.015,0.014,0.009,0.054,0.099,0.078,0.011,0.007,0.023,0.006,2099
SS-6.0-43_CCOB_INTERCHANGE_02_OG_20200220_20200227,CCOB_INTERCHANGE_02_OG,2020-02-20,2020-02-27,prod,NA,18.648,1.382,10.288,0.196,1.954,5.48,1.314,0.009,0.034,0.006,0.138,1.613,1.738,0.004,0.018,0.007,0.739,0.002,0.039,0.283,0.245,0.238,0.121,0.06,0.157,0.096,0.322,0.011,0.351,0.075,0.034,0.148,0.047,0.139,0.008,0.05,0.079,0.009,0.012,0.018,0.015,0.005,0.009,0.03,0.043,0.078,0.011,0.007,0.02,0.008,2042
SS-6.0-45_CCOB_INTERCHANGE_01_OG_20200220_20200227,CCOB_INTERCHANGE_01_OG,2020-02-20,2020-02-27,prod,NA,19.363,2.759,11.132,0.244,2.01,5.652,3.852,0.009,0.021,0.006,0.133,1.545,1.707,0.004,0.018,0.007,0.639,0.002,0.031,0.231,0.327,0.182,0.099,0.049,0.149,0.068,0.253,0.011,0.268,0.044,0.028,0.107,0.028,0.101,0.008,0.037,0.049,0.009,0.012,0.014,0.015,0.005,0.009,0.022,0.029,0.078,0.011,0.007,0.015,0.004,2051
SS-6.0-28_CCOB_INTERCHANGE_02_OG_20200227_20200305,CCOB_INTERCHANGE_02_OG,2020-02-27,2020-03-05,prod,NA,15.785,0.838,7.918,0.12,1.464,3.842,0.923,0.009,0.019,0.006,0.101,1.123,1.199,0.004,0.018,0.007,0.504,0.009,0.012,0.161,0.194,0.159,0.09,0.051,0.106,0.066,0.224,0.011,0.252,0.046,0.032,0.088,0.026,0.11,0.008,0.039,0.048,0.009,0.012,0.011,0.015,0.005,0.009,0.019,0.038,0.078,0.011,0.007,0.014,0.002,2023
SS-6.0-27_CCOB_INTERCHANGE_01_OG_20200227_20200305,CCOB_INTERCHANGE_01_OG,2020-02-27,2020-03-05,prod,NA,16.968,2.657,8.465,0.232,1.484,3.851,3.671,0.014,0.027,0.006,0.089,1.06,1.105,0.004,0.018,0.007,0.463,0.004,0.025,0.148,0.263,0.128,0.064,0.034,0.088,0.042,0.173,0.011,0.228,0.035,0.025,0.075,0.034,0.092,0.008,0.023,0.048,0.009,0.012,0.013,0.015,0.005,0.009,0.021,0.054,0.078,0.011,0.007,0.013,0.002,2033
SS-6.0-51_CCOB_INTERCHANGE_02_OG_20200305_20200312,CCOB_INTERCHANGE_02_OG,2020-03-05,2020-03-12,prod,NA,9.081,0.768,3.407,0.121,0.663,1.732,0.788,0.009,0.017,0.006,0.047,0.586,0.529,0.004,0.018,0.007,0.275,0.002,0.027,0.088,0.132,0.079,0.052,0.029,0.069,0.046,0.099,0.011,0.216,0.014,0.011,0.058,0.023,0.082,0.008,0.028,0.034,0.009,0.012,0.01,0.015,0.005,0.009,0.016,0.028,0.078,0.011,0.007,0.012,0.001,1957
SS-6.0-31_CCOB_INTERCHANGE_01_OG_20200305_20200312,CCOB_INTERCHANGE_01_OG,2020-03-05,2020-03-12,prod,NA,9.531,1.468,4.214,0.155,0.787,2.08,1.967,0.016,0.03,0.006,0.041,0.625,0.596,0.004,0.018,0.007,0.27,0.002,0.012,0.069,0.156,0.113,0.037,0.025,0.061,0.044,0.089,0.011,0.222,0.014,0.014,0.05,0.021,0.073,0.008,0.011,0.03,0.009,0.012,0.011,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.011,0.001,1956
SS-6.0-43_CCOB_INTERCHANGE_02_OG_20200319_20200326,CCOB_INTERCHANGE_02_OG,2020-03-19,2020-03-26,prod,NA,17.826,0.996,8.613,0.139,1.497,4.034,0.919,0.006,0.024,0.006,0.102,1.212,1.273,0.004,0.018,0.007,0.497,0.002,0.027,0.145,0.185,0.26,0.09,0.036,0.097,0.051,0.185,0.011,0.268,0.042,0.028,0.099,0.035,0.095,0.008,0.034,0.053,0.009,0.012,0.015,0.015,0.005,0.009,0.023,0.033,0.078,0.011,0.007,0.014,0.005,2052
SS-6.0-24_CCOB_INTERCHANGE_01_OG_20200319_20200326,CCOB_INTERCHANGE_01_OG,2020-03-19,2020-03-26,prod,NA,11.699,1.243,6.461,0.151,1.187,3.265,1.304,0.009,0.029,0.013,0.093,1.004,1.059,0.004,0.018,0.007,0.434,0.004,0.029,0.159,0.181,0.133,0.069,0.036,0.068,0.051,0.185,0.011,0.206,0.03,0.017,0.083,0.027,0.087,0.008,0.011,0.042,0.009,0.012,0.013,0.015,0.005,0.009,0.021,0.013,0.078,0.011,0.007,0.012,0.002,1952
SS-6.0-19_CCOB_INTERCHANGE_02_OG_20200326_20200402,CCOB_INTERCHANGE_02_OG,2020-03-26,2020-04-02,prod,NA,7.196,0.396,3.31,0.062,0.564,1.458,0.47,0.007,0.008,0.006,0.036,0.438,0.435,0.004,0.018,0.007,0.17,0.002,0.012,0.053,0.089,0.048,0.034,0.023,0.037,0.012,0.052,0.011,0.111,0.014,0.005,0.03,0.014,0.039,0.008,0.011,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.013,0.034,0.078,0.011,0.007,0.009,0.001,1938
SS-6.0-47_CCOB_INTERCHANGE_01_OG_20200326_20200402,CCOB_INTERCHANGE_01_OG,2020-03-26,2020-04-02,prod,NA,8.207,0.912,3.909,0.107,0.654,1.731,1.19,0.003,0.008,0.006,0.046,0.507,0.562,0.004,0.018,0.007,0.168,0.002,0.012,0.057,0.116,0.069,0.016,0.005,0.029,0.012,0.073,0.011,0.12,0.014,0.01,0.037,0.013,0.04,0.008,0.027,0.033,0.009,NA,0.007,0.015,0.005,0.009,0.011,0.027,0.078,0.011,0.007,0.008,0.001,1945
SS-6.0-37_CCOB_INTERCHANGE_02_OG_20200402_20200409,CCOB_INTERCHANGE_02_OG,2020-04-02,2020-04-09,prod,NA,9.498,0.544,4.735,0.091,0.798,2.144,0.485,0.003,0.016,0.006,0.053,0.658,0.646,0.004,0.018,0.007,0.227,0.002,0.012,0.084,0.114,0.072,0.047,0.028,0.037,0.035,0.085,0.011,0.14,0.014,0.014,0.046,0.017,0.066,0.008,0.011,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.012,0.013,0.078,0.011,0.007,0.01,0.002,1994
SS-6.0-36_CCOB_INTERCHANGE_01_OG_20200402_20200409,CCOB_INTERCHANGE_01_OG,2020-04-02,2020-04-09,prod,NA,11.53,0.951,5.837,0.112,0.991,2.6,1.068,0.007,0.022,0.006,0.06,0.731,0.743,0.004,0.018,0.007,0.237,0.002,0.012,0.069,0.131,0.093,0.048,0.028,0.065,0.037,0.101,0.011,0.155,0.014,0.01,0.056,0.016,0.051,0.008,0.011,0.028,0.009,0.012,0.007,0.015,0.005,0.009,0.011,0.013,0.078,0.011,0.007,0.01,0.002,2002
SS-6.0-05_CCOB_INTERCHANGE_02_OG_20200409_20200416,CCOB_INTERCHANGE_02_OG,2020-04-09,2020-04-16,prod,NA,10.173,0.503,5.053,0.067,0.812,2.264,0.561,0.006,0.008,0.006,0.066,0.68,0.762,0.004,0.018,0.007,0.342,0.009,0.012,0.124,0.138,0.102,0.051,0.027,0.053,0.042,0.14,0.011,0.161,0.03,0.023,0.074,0.021,0.071,0.008,0.026,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.011,0.013,0.078,0.011,0.007,0.007,0.001,1979
SS-6.0-61_CCOB_INTERCHANGE_01_OG_20200409_20200416,CCOB_INTERCHANGE_01_OG,2020-04-09,2020-04-16,prod,NA,8.159,0.757,3.806,0.077,0.599,1.609,0.896,0.011,0.024,0.02,0.051,0.495,0.515,0.004,0.018,0.007,0.206,0.002,0.012,0.07,0.133,0.083,0.016,0.016,0.031,0.012,0.069,0.011,0.119,0.014,0.014,0.041,0.014,0.045,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.006,0.001,1971
SS-6.0-64_CCOB_INTERCHANGE_02_OG_20200416_20200423,CCOB_INTERCHANGE_02_OG,2020-04-16,2020-04-23,prod,NA,13.653,0.994,6.484,0.132,1.086,2.895,1.022,0.012,0.022,0.006,0.081,0.94,0.943,0.004,0.018,0.007,0.394,0.002,0.012,0.126,0.163,0.123,0.069,0.04,0.087,0.062,0.149,0.011,0.286,0.036,0.035,0.075,0.034,0.099,0.008,0.033,0.039,0.009,0.012,0.012,0.015,0.005,0.009,0.019,0.032,0.078,0.011,0.007,0.016,0.004,2069
SS-6.0-04_CCOB_INTERCHANGE_01_OG_20200416_20200423,CCOB_INTERCHANGE_01_OG,2020-04-16,2020-04-23,prod,NA,13.343,1.821,6.735,0.12,1.131,2.98,1.805,0.013,0.022,0.012,0.08,0.946,0.957,0.01,0.018,0.007,0.358,0.006,0.012,0.114,0.202,0.128,0.054,0.03,0.061,0.046,0.151,0.011,0.234,0.029,0.017,0.056,0.023,0.087,0.008,0.03,0.033,0.009,0.012,0.011,0.015,0.005,0.009,0.016,0.027,0.078,0.011,0.007,0.016,0.004,2060
SS-6.0-27_CCOB_INTERCHANGE_02_OG_20200423_20200430,CCOB_INTERCHANGE_02_OG,2020-04-23,2020-04-30,prod,NA,7.176,0.5,3.349,0.112,0.6,1.62,0.471,0.008,0.019,0.006,0.053,0.622,0.598,0.004,0.018,0.007,0.251,0.002,0.012,0.091,0.118,0.089,0.051,0.029,0.068,0.04,0.12,0.011,0.181,0.014,0.012,0.05,0.022,0.13,0.008,0.049,0.047,0.009,0.012,0.011,0.015,0.005,0.009,0.019,0.042,0.078,0.011,0.007,0.01,0.002,1954
SS-6.0-23_CCOB_INTERCHANGE_01_OG_20200423_20200430,CCOB_INTERCHANGE_01_OG,2020-04-23,2020-04-30,prod,NA,8.596,1.166,3.959,0.116,0.705,1.905,1.195,0.009,0.033,0.006,0.051,0.693,0.653,0.004,0.018,0.007,0.248,0.002,0.025,0.084,0.143,0.104,0.055,0.034,0.064,0.044,0.073,0.011,0.25,0.014,0.018,0.06,0.03,0.087,0.008,0.028,0.056,0.009,0.012,0.015,0.015,0.005,0.009,0.022,0.034,0.078,0.011,0.007,0.013,0.002,2044
SS-6.0-66_CCOB_INTERCHANGE_02_OG_20200430_20200507,CCOB_INTERCHANGE_02_OG,2020-04-30,2020-05-07,prod,NA,6.414,0.343,3.063,0.078,0.554,1.475,0.36,0.008,0.008,0.006,0.042,0.554,0.508,0.004,0.018,0.007,0.212,0.005,0.012,0.053,0.078,0.075,0.046,0.035,0.039,0.028,0.069,0.011,0.16,0.014,0.015,0.037,0.024,0.069,0.008,0.011,0.011,0.009,0.012,0.009,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.014,0.002,1935
SS-6.0-02_CCOB_INTERCHANGE_01_OG_20200430_20200507,CCOB_INTERCHANGE_01_OG,2020-04-30,2020-05-07,prod,NA,7.701,0.504,3.701,0.117,0.647,1.741,0.503,0.01,0.03,0.006,0.043,0.605,0.592,0.004,0.018,0.007,0.215,0.007,0.012,0.075,0.12,0.079,0.043,0.033,0.042,0.036,0.072,0.011,0.186,0.014,0.017,0.071,0.032,0.107,0.008,0.031,0.029,0.009,0.012,0.013,0.015,0.005,0.009,0.02,0.027,0.078,0.011,0.007,0.013,0.003,1938
SS-6.0-36_CCOB_INTERCHANGE_02_OG_20200507_20200514,CCOB_INTERCHANGE_02_OG,2020-05-07,2020-05-14,prod,NA,8.448,0.328,4.209,0.058,0.663,1.796,0.34,0.003,0.008,0.006,0.043,0.559,0.56,0.004,0.018,0.007,0.217,0.002,0.012,0.053,0.098,0.076,0.016,0.018,0.032,0.012,0.078,0.011,0.233,0.014,0.005,0.03,0.01,0.033,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.01,0.013,0.078,0.011,0.007,0.009,0.002,2043
SS-6.0-47_CCOB_INTERCHANGE_01_OG_20200507_20200514,CCOB_INTERCHANGE_01_OG,2020-05-07,2020-05-14,prod,NA,9.189,0.347,4.623,0.072,0.714,1.964,0.341,0.003,0.008,0.006,0.049,0.607,0.632,0.004,0.018,0.007,0.219,0.002,0.012,0.07,0.099,0.074,0.016,0.019,0.033,0.012,0.064,0.011,0.194,0.014,0.005,0.05,0.009,0.034,0.008,0.011,0.023,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.009,0.002,2016
